30	SPWI621	Carrion Summons	2621	WIZARD_CARRION_SUMMONS	None
31	SPWI223	Cat's Grace	2223	WIZARD_CATS_GRACE	None
32	SPWI603	Chain Lightning	2603	WIZARD_CHAIN_LIGHTNING	None
33	SPPR507	Champion's Strength	1507	CLERIC_CHAMPIONS_STRENGTH	None
34	SPPR203	Chant	1203	CLERIC_CHANT	None
35	SPWI509	Chaos	2509	WIZARD_CHAOS	None
36	SPPR508	Chaotic Commands	1508	CLERIC_CHAOTIC_COMMANDS	None
37	SPWI104	Charm Person	2104	WIZARD_CHARM_PERSON	INNATE_BEHOLDER_CHARM_PERSON
38	SPPR204	Charm Person or Animal	1204	CLERIC_CHARM_PERSON_OR_MAMMAL	None
39	SPWI117	Chill Touch	2117	WIZARD_CHILL_TOUCH	None
40	SPWI118	Chromatic Orb	1984	TRAP_CHROMATIC_ORB	WIZARD_CHROMATIC_ORB
41	SPPR319	Circle of Bones	1319	CLERIC_CIRCLE_OF_BONES	None
42	SPPR409	Cloak of Fear	1409	CLERIC_CLOAK_OF_FEAR	INNATE_CLOAK_OF_FEAR
43	SPPR417	Cloud of Pestilence	1417	CLERIC_CLOUD_OF_PESTILENCE	None
44	SPPR221	Rainstorm	1221	CLERIC_RAINSTORM	None
45	SPWI503	Cloudkill	2018	TRAP_CLOUDKILL	WIZARD_CLOUDKILL
46	SPWI105	Color Spray	2105	WIZARD_COLOR_SPRAY	None
47	SPPR102	Command	1102	CLERIC_COMMAND	CLERIC_GREATER_COMMAND
48	SPWI504	Cone of Cold	2504	WIZARD_CONE_OF_COLD	None
49	SPWI401	Confusion	2401	WIZARD_CONFUSION	TRAP_POISON_CONFUSION_DARTS
50	**PR709	None	-1	None	None
51	SPWI622	Planar Binding: Air Elemental	-1	None	None
52	SPPR615	Conjure Animals	1615	CLERIC_CONJURE_ANIMALS	None
53	SPWI628	Planar Binding: Earth Elemental	-1	None	None
54	SPPR702	Planar Ally: Earth Elemental	-1	None	None
55	SPPR605	Planar Ally: Fire Elemental	-1	None	None
56	SPWI627	Planar Binding: Fire Elemental	-1	None	None
57	SPWI520	Lesser Planar Binding: Air Elemental	-1	None	None
58	SPWI515	Lesser Planar Binding: Earth Elemental	-1	None	None
59	SPWI514	Lesser Planar Binding: Fire Elemental	-1	None	None
60	SPWI516	Lesser Planar Binding: Water Elemental	-1	None	None
61	SPWI629	Planar Binding: Water Elemental	-1	None	None
62	**PR315	None	-1	None	None
63	SPWI425	Contagion	2425	CLERIC_CONTAGION	None
64	SPWI717	Control Undead	2717	WIZARD_CONTROL_UNDEAD	None
65	SPPR704	Creeping Doom	1704	CLERIC_CREEPING_DOOM	None
66	SPPR502	Cure Critical Wounds	1502	CLERIC_CURE_CRITICAL_WOUNDS	None
67	SPPR103	Cure Light Wounds	1103	CLERIC_CURE_LIGHT_WOUNDS	None
68	SPPR214	Cure Moderate Wounds	1214	CLERIC_CURE_MODERATE_WOUNDS	INNATE_CURE_MODERATE_WOUNDS
69	SPPR401	Cure Serious Wounds	1401	CLERIC_CURE_SERIOUS_WOUNDS	None
70	SPPR111	Bane	1111	CLERIC_BANE	None
71	SPWI618	Darts of Bone	2618	WIZARD_DARTS_OF_BONE	None
72	SPWI224	Deafness	2224	WIZARD_DEAFNESS	None
73	SPWI228	Death Armor	2228	WIZARD_DEATH_ARMOR	None
74	SPWI606	Circle of Death	2606	WIZARD_CIRCLE_OF_DEATH	None
75	SPPR424	Death Ward	1424	CLERIC_DEATH_WARD	None
76	SPWI221	Decastave	2221	WIZARD_DECASTAVE	None
77	SPPR406	Defensive Harmony	1406	CLERIC_DEFENSIVE_HARMONY	None
78	SPPR212	Delay Poison	2714	WIZARD_DELAYED_BLAST_FIREBALL	None
79	SPWI714	Delayed Blast Fireball	2714	WIZARD_DELAYED_BLAST_FIREBALL	None
80	SPPR717	Destruction	1717	CLERIC_DESTRUCTION	None
81	**WI402	None	-1	None	None
82	SPWI316	Dire Charm	1982	TRAP_DIRE_CHARM	WIZARD_DIRE_CHARM
83	SPWI607	Disintegrate	2607	WIZARD_DISINTEGRATE	INNATE_BEHOLDER_DISINTEGRATE
84	SPWI524	Dismissal	2524	WIZARD_DISMISSAL	None
85	SPWI302	Dispel Magic	1303	CLERIC_DISPEL_MAGIC	WIZARD_DISPEL_MAGIC
86	**PR303	None	-1	None	None
87	SPPR616	Dolorous Decay	1616	CLERIC_DOLOROUS_DECAY	None
88	SPWI507	Dominate Person	2507	WIZARD_DOMINATE_PERSON	None
89	SPPR114	Doom	1114	CLERIC_DOOM	CLERIC_CREEPING_DOOM
90	SPPR215	Draw Upon Holy Might	1215	CLERIC_DRAW_UPON_HOLY_MIGHT	None
91	SPPR719	Tremor	1719	CLERIC_TREMOR	None
92	SPPR901	Elemental Legion	1901	CLERIC_ELEMENTAL_LEGION	None
93	SPWI419	Emotion: Rage	-1	None	None
94	SPWI420	Emotion: Fear	-1	None	None
95	SPWI421	Emotion: Hope	-1	None	None
96	SPWI411	Emotion: Despair	-1	None	None
97	SPPR105	Entangle	1105	CLERIC_ENTANGLE	None
98	SPPR609	Divine Shell	1609	CLERIC_DIVINE_SHELL	None
99	SPPR316	Exaltation	1316	CLERIC_EXALTATION	None
100	SPWI910	Executioner's Eyes	2910	WIZARD_EXECUTIONERS_EYES	None
101	SPPR116	Faerie Fire	1116	CLERIC_FAERIE_FIRE	INNATE_FAERIE_FIRE
102	SPWI510	Feeblemind	2510	WIZARD_FEEBLEMIND	None
103	SPPR205	Find Traps	1205	CLERIC_FIND_TRAPS	None
104	SPWI702	Finger of Death	2020	TRAP_FINGER_OF_DEATH	WIZARD_FINGER_OF_DEATH
105	SPPR606	Fire Seeds	1606	CLERIC_FIRE_SEEDS	None
106	SPPR705	Fire Storm	1705	CLERIC_FIRE_STORM	None
107	SPWI304	Fireball	2001	TRAP_FIREBALL	WIZARD_FIREBALL
108	SPWI426	Fire Shield (Blue)	-1	None	None
109	SPWI427	Fire Shield (Red)	-1	None	None
110	SPWI303	Flame Arrow	2303	WIZARD_FLAME_ARROW	None
111	SPPR206	Flame Blade	1206	CLERIC_FLAME_BLADE	None
112	SPPR503	Flame Strike	1503	CLERIC_FLAME_STRIKE	None
113	SPWI810	Flaying	2810	WIZARD_FLAYING	None
114	SPWI615	None	-1	None	None
115	SPPR403	Freedom of Movement	-1	None	None
116	SPWI107	Eagle's Splendor	2107	WIZARD_EAGLES_SPLENDOR	None
117	SPPR117	Frost Fingers	1117	CLERIC_FROST_FINGERS	None
118	**PR724	None	-1	None	None
119	SPWI905	Gate	2905	WIZARD_GATE	None
120	SPWI227	Gedlee's Electric Loop	2227	WIZARD_GEDLEES_ELECTRIC_LOOP	None
121	SPWI317	Ghost Armor	2317	WIZARD_GHOST_ARMOR	None
122	SPWI218	Ghoul Touch	2218	WIZARD_GHOUL_TOUCH	None
123	SPPR410	Giant Vermin	1410	CLERIC_GIANT_INSECT	None
124	SPWI608	Globe of Invulnerability	2608	WIZARD_GLOBE_OF_INVULNERABILITY	WIZARD_MINOR_GLOBE_OF_INVULNERABILITY
125	SPPR304	Glyph of Warding	1983	TRAP_GLYPH_OF_WARDING	CLERIC_GLYPH_OF_WARDING
126	SPPR207	Goodberry	1207	CLERIC_GOODBERRY	None
127	SPWI101	Grease	2101	WIZARD_GREASE	None
128	SPWI806	Great Shout	2806	WIZARD_GREAT_SHOUT	None
129	SPPR518	Greater Command	1518	CLERIC_GREATER_COMMAND	None
130	SPWI412	Malison	2412	WIZARD_MALISON	None
131	SPPR725	Greater Restoration	1725	CLERIC_GREATER_RESTORATION	None
132	SPWI512	Greater Shadow Conjuration	2512	WIZARD_GREATER_SHADOW_CONJURATION	None
133	SPPR718	Greater Shield of Lathander	1718	CLERIC_GREATER_SHIELD_OF_LATHANDER	None
134	SPPR611	Harm	1611	CLERIC_HARM	CLERIC_DEFENSIVE_HARMONY
135	SPWI305	Haste	1327	CLERIC_HASTE	WIZARD_HASTE
136	SPPR607	Heal	1607	CLERIC_HEAL	CLERIC_MASS_HEAL
137	SPPR305	Hold Animal	1305	CLERIC_HOLD_ANIMAL	None
138	SPWI508	Hold Monster	2508	WIZARD_HOLD_MONSTER	None
139	**PR208	None	-1	None	None
140	SPWI306	Hold Person	1989	TRAP_HOLD_PERSON	WIZARD_HOLD_PERSON
141	SPWI320	Halt Undead	-1	None	None
142	SPPR801	Holy Aura	1801	CLERIC_HOLY_AURA	None
143	SPPR425	Holy Power	1425	CLERIC_HOLY_POWER	None
144	SPPR324	Holy Smite	1324	CLERIC_HOLY_SMITE	INNATE_HOLY_SMITE
145	SPPR721	Holy Word	1721	CLERIC_HOLY_WORD	None
146	SPWI805	Horrid Wilting	2805	WIZARD_ABI_DALZIMS_HORRID_WILTING	None
147	SPWI205	Horror	2025	TRAP_HORROR	WIZARD_HORROR
148	SPPR428	Ice Blade	1428	CLERIC_ICE_BLADE	None
149	SPWI122	Ice Dagger	2122	WIZARD_ICE_DAGGER	None
150	SPWI404	Ice Storm	2404	WIZARD_ICE_STORM	None
151	SPWI318	Icelance	2318	WIZARD_ICELANCE	None
152	SPWI110	Identify	2110	WIZARD_IDENTIFY	INNATE_IDENTIFY
153	SPPR716	Impervious Sanctity of Mind	1716	CLERIC_IMPERVIOUS_SANCTITY_OF_MIND	None
154	SPWI623	Mass Haste	-1	None	None
155	SPWI405	Improved Invisibility	2405	WIZARD_IMPROVED_INVISIBILITY	INNATE_IMPROVED_INVISIBILITY
156	SPWI802	Fiery Cloud	2802	WIZARD_FIERY_CLOUD	None
157	SPPR513	Inflict Critical Wounds	1513	CLERIC_CAUSE_CRITICAL_WOUNDS	None
158	SPPR112	Inflict Light Wounds	1112	CLERIC_CAUSE_LIGHT_WOUNDS	None
159	SPPR218	Inflict Moderate Wounds	1218	CLERIC_CAUSE_MODERATE_WOUNDS	None
160	SPPR416	Inflict Serious Wounds	1416	CLERIC_CAUSE_SERIOUS_WOUNDS	INNATE_BEHOLDER_CAUSE_SERIOUS_WOUNDS
161	SPPR510	Insect Plague	1510	CLERIC_INSECT_PLAGUE	None
162	SPWI206	Invisibility	2206	WIZARD_INVISIBILITY	INNATE_INVISIBILITY
163	SPPR309	Invisibility Purge	1309	CLERIC_INVISIBILITY_PURGE	None
164	SPWI321	Invisibility Sphere	-1	None	None
165	SPWI807	Iron Body	2807	WIZARD_IRON_BODY	None
166	SPPR520	Iron Skins	1520	CLERIC_IRON_SKINS	None
167	SPWI207	Knock	2207	WIZARD_KNOCK	None
168	SPWI319	Lance of Disruption	2319	WIZARD_LANCE_OF_DISRUPTION	None
169	SPWI119	Larloch's Minor Drain	2119	WIZARD_LARLOCHS_MINOR_DRAIN	None
170	SPPR426	Restoration	1426	CLERIC_LESSER_RESTORATION	CLERIC_GREATER_RESTORATION
171	SPWI610	Lich Touch	2610	WIZARD_LICH_TOUCH	None
172	SPWI308	Lightning Bolt	2002	TRAP_LIGHTNING_BOLT	WIZARD_LIGHTNING_BOLT
173	SPWI518	Lower Resistance	2518	WIZARD_LOWER_RESISTANCE	None
174	SPWI209	Luck	2209	WIZARD_LUCK	None
175	**WI526	None	-1	None	None
176	SPWI102	Mage Armor	3967	TRAP_MAGE_TOWER_PORTAL	None
177	SPPR408	Magic Circle Against Evil	-1	None	None
178	SPWI112	Magic Missile	2003	TRAP_MAGIC_MISSILE	WIZARD_MAGIC_MISSILE
179	SPPR519	Spell Resistance	-1	None	None
180	SPPR106	Magic Stone	1106	CLERIC_MAGICAL_STONE	None
181	SPWI707	Malavon's Rage	2707	WIZARD_MALAVONS_RAGE	None
182	SPPR521	Healing Circle	1521	CLERIC_HEALING_CIRCLE	None
183	SPWI911	Mass Dominate	2911	WIZARD_MASS_DOMINATE	INNATE_MASS_DOMINATE
184	SPPR802	Mass Heal	1802	CLERIC_MASS_HEAL	None
185	SPWI709	Mass Invisibility	2709	WIZARD_MASS_INVISIBILITY	None
186	SPWI211	Melf's Acid Arrow	2211	WIZARD_MELFS_ACID_ARROW	None
187	SPWI322	Melf's Minute Meteors	2322	WIZARD_MELFS_MINUTE_METEORS	None
188	**PR405	None	-1	None	None
189	SPWI908	Meteor Swarm	2908	WIZARD_METEOR_SWARM	None
190	SPWI804	Mind Blank	2804	WIZARD_MIND_BLANK	None
191	SPWI406	Minor Globe of Invulnerability	2406	WIZARD_MINOR_GLOBE_OF_INVULNERABILITY	None
192	**PR429	None	-1	None	None
193	SPWI212	Mirror Image	2212	WIZARD_MIRROR_IMAGE	WIZARD_MINOR_MIRROR_IMAGE
194	SPPR310	Miscast Magic	1986	TRAP_MISCAST_MAGIC	CLERIC_MISCAST_MAGIC
195	SPPR720	Mist of Eldath	1720	CLERIC_MIST_OF_ELDATH	None
196	SPPR322	Mold Touch	1322	CLERIC_MOLD_TOUCH	None
197	SPPR226	Moon Motes	1226	CLERIC_MOON_MOTES	INNATE_MOON_MOTES
198	SPPR318	Moonblade	1318	CLERIC_MOONBLADE	INNATE_MOONBLADE
199	SPWI422	Mordenkainen's Force Missiles	2422	WIZARD_MORDENKAINENS_FORCE_MISSILES	None
200	SPWI704	Mordenkainen's Sword	2704	WIZARD_MORDENKAINENS_SWORD	None
201	SPPR326	Negative Energy Protection	1326	CLERIC_NEGATIVE_ENERGY_PROTECTION	None
202	SPPR404	Neutralize Poison	1404	CLERIC_NEUTRALIZE_POISON	None
203	SPWI310	Nondetection	-1	None	None
204	SPWI612	Otiluke's Freezing Sphere	2612	WIZARD_OTILUKES_FREEZING_SPHERE	None
205	SPWI413	Otiluke's Resilient Sphere	2413	WIZARD_OTILUKES_RESILIENT_SPHERE	None
206	SPWI521	Phantom Blade	2521	WIZARD_PHANTOM_BLADE	None
207	SPPR418	Poison	1418	CLERIC_POISON	CLERIC_SLOW_POISON
208	SPWI808	Power Word, Blind	-1	None	None
209	SPWI903	Power Word, Kill	-1	None	None
210	SPWI617	None	-1	None	None
211	SPWI225	Power Word Sleep	2225	WIZARD_POWER_WORD_SLEEP	None
212	SPWI705	Power Word, Stun	-1	None	None
213	SPPR313	Prayer	1313	CLERIC_PRAYER	INNATE_PRAYER
214	SPWI706	Prismatic Spray	2706	WIZARD_PRISMATIC_SPRAY	None
215	SPPR107	Protection From Evil	1107	CLERIC_PROTECTION_FROM_EVIL	WIZARD_PROTECTION_FROM_EVIL
216	SPPR407	Protection from Lightning	1407	CLERIC_PROTECTION_FROM_LIGHTNING	None
217	SPWI108	Protection from Petrification	2108	WIZARD_PROTECTION_FROM_PETRIFICATION	None
218	SPWI522	Protection from Acid	2522	WIZARD_PROTECTION_FROM_ACID	None
219	SPWI311	Protection From Arrows	-1	None	None
220	**PR328	None	-1	None	None
221	SPWI523	Protection from Electricity	2523	WIZARD_PROTECTION_FROM_ELECTRICITY	INNATE_PROTECTION_FROM_ELECTRICITY
222	SPPR306	Protection From Fire	1306	CLERIC_PROTECTION_FROM_FIRE	None
223	**WI624	None	-1	None	None
224	SPWI712	Elemental Barrier	2712	WIZARD_ELEMENTAL_BARRIER	CLERIC_MINOR_ELEMENTAL_BARRIER
225	SPPR504	Raise Dead	1504	CLERIC_RAISE_DEAD	None
226	SPWI226	Ray of Enfeeblement	2226	WIZARD_RAY_OF_ENFEEBLEMENT	None
227	SPPR414	Recitation	1414	CLERIC_RECITATION	INNATE_RECITATION
228	SPWI120	Minor Mirror Image	2120	WIZARD_MINOR_MIRROR_IMAGE	None
229	**PR307	None	-1	None	None
230	SPWI410	Remove Curse	1307	CLERIC_REMOVE_CURSE	WIZARD_REMOVE_CURSE
231	SPPR314	Remove Disease	-1	None	None
232	SPPR108	Remove Fear	1108	CLERIC_REMOVE_FEAR	INNATE_REMOVE_FEAR
233	SPPR308	Remove Paralysis	1308	CLERIC_REMOVE_PARALYSIS	INNATE_REMOVE_PARALYSIS
234	SPPR210	Minor Elemental Barrier	1210	CLERIC_MINOR_ELEMENTAL_BARRIER	None
235	**WI210	None	-1	None	None
236	SPPR712	Resurrection	1712	CLERIC_RESURRECTION	None
237	**PR511	None	-1	None	None
238	SPPR311	Rigid Thinking	1311	CLERIC_RIGID_THINKING	None
239	SPPR109	Sanctuary	1109	CLERIC_SANCTUARY	None
240	SPWI203	See Invisibility	2203	WIZARD_SEE_INVISIBILITY	None
241	SPWI710	Seven Eyes	2710	WIZARD_SEVEN_EYES	None
242	SPWI613	Shades	2613	WIZARD_SHADES	INNATE_SHADES
243	SPWI418	Shadow Conjuration	2418	WIZARD_SHADOW_CONJURATION	WIZARD_GREATER_SHADOW_CONJURATION
244	SPWI114	Shield	2114	WIZARD_SHIELD	CLERIC_SPELL_SHIELD
245	SPPR514	Shield of Lathander	1514	CLERIC_SHIELD_OF_LATHANDER	CLERIC_GREATER_SHIELD_OF_LATHANDER
246	SPPR110	Shillelagh	1110	CLERIC_SHILLELAGH	None
247	SPWI115	Shocking Grasp	2115	WIZARD_SHOCKING_GRASP	None
248	SPWI423	Shout	2423	WIZARD_SHOUT	WIZARD_GREAT_SHOUT
249	SPWI511	Shroud of Flame	2511	WIZARD_SHROUD_OF_FLAME	None
250	SPPR211	Silence	1988	TRAP_SILENCE	CLERIC_SILENCE_15_RADIUS
251	SPWI313	Skull Trap	2313	WIZARD_SKULL_TRAP	None
252	SPPR515	Slay Living	1515	CLERIC_SLAY_LIVING	None
253	SPWI116	Sleep	2021	TRAP_SLEEP	WIZARD_SLEEP
254	SPWI312	Slow	2312	WIZARD_SLOW	CLERIC_SLOW_POISON
255	SPPR522	Smashing Wave	1522	CLERIC_SMASHING_WAVE	None
256	SPPR524	Snakebite	1524	CLERIC_SNAKEBITE	None
257	SPWI220	Snilloc's Snowball Swarm	2220	WIZARD_SNILLOCS_SNOWBALL_SWARM	None
258	SPPR608	Sol's Searing Orb	1608	CLERIC_SOLS_SEARING_ORB	None
259	SPWI619	Soul Eater	2619	WIZARD_SOUL_EATER	None
260	SPPR219	Spell Shield	1219	CLERIC_SPELL_SHIELD	INNATE_SPELL_SHIELD
261	SPWI428	Spider Spawn	2428	WIZARD_SPIDER_SPAWN	None
262	SPPR320	Spike Growth	1320	CLERIC_SPIKE_GROWTH	INNATE_SPIKE_GROWTH
263	SPPR512	Spike Stones	1512	CLERIC_SPIKE_STONES	None
264	SPWI414	Spirit Armor	2414	WIZARD_SPIRIT_ARMOR	None
265	SPPR213	Spiritual Weapon	-1	None	None
266	SPPR612	Spiritual Wrath	1612	CLERIC_SPIRITUAL_WRATH	None
267	**WI121	None	-1	None	None
268	SPPR723	Shambler	1723	CLERIC_SHAMBLER	None
269	SPPR420	Star Metal Cudgel	1420	CLERIC_STAR_METAL_CUDGEL	None
270	SPPR523	Static Charge	1523	CLERIC_STATIC_CHARGE	None
271	SPWI213	Stinking Cloud	2004	TRAP_STINKING_CLOUD	WIZARD_STINKING_CLOUD
272	SPWI229	Stinking Cloud	2004	TRAP_STINKING_CLOUD	WIZARD_STINKING_CLOUD
273	SPWI614	None	-1	None	None
274	SPWI408	Stoneskin	2408	WIZARD_STONESKIN	None
275	SPPR323	Storm Shell	1323	CLERIC_STORM_SHELL	None
276	SPPR312	Strength of One	1312	CLERIC_STRENGTH_OF_ONE	None
277	SPWI711	Suffocate	2711	WIZARD_SUFFOCATE	None
278	SPWI124	Summon Monster I	-1	None	None
279	SPWI230	Summon Monster II	-1	None	None
280	SPWI309	Summon Monster III	-1	None	None
281	SPWI407	Summon Monster IV	-1	None	None
282	SPWI902	Summon Monster IX	-1	None	None
283	SPWI505	Summon Monster V	-1	None	None
284	SPWI611	Summon Monster VI	-1	None	None
285	SPWI703	Summon Monster VII	-1	None	None
286	SPWI803	Summon Monster VIII	-1	None	None
287	SPWI716	Summon Djinni	2716	WIZARD_SUMMON_DJINNI	None
288	SPWI715	Summon Efreeti	2715	WIZARD_SUMMON_EFREETI	None
289	SPWI809	Summon Fiend	2809	WIZARD_SUMMON_FIEND	None
290	SPWI609	Summon Invisible Stalker	-1	None	None
291	SPPR402	Summon Nature's Ally IV	1402	CLERIC_SUMMON_NATURES_ALLY_4	None
292	SPPR501	Summon Nature's Ally V	1501	CLERIC_SUMMON_NATURES_ALLY_5	None
293	SPPR602	Summon Nature's Ally VI	1602	CLERIC_SUMMON_NATURES_ALLY_6	None
294	SPWI513	Summon Shadow	2513	WIZARD_SUMMON_SHADOW	None
295	SPWI519	Sunfire	2519	WIZARD_SUNFIRE	None
296	SPPR707	Sunbeam	1707	CLERIC_SUNBEAM	None
297	SPPR113	Sunscorch	1113	CLERIC_SUNSCORCH	None
298	SPPR726	Symbol of Death	1726	CLERIC_SYMBOL_OF_DEATH	None
299	SPPR727	Symbol of Fear	1727	CLERIC_SYMBOL_OF_FEAR	None
300	SPPR715	Symbol of Hopelessness	1715	CLERIC_SYMBOL_OF_HOPELESSNESS	None
301	SPPR714	Symbol of Pain	1714	CLERIC_SYMBOL_OF_PAIN	None
302	SPPR728	Symbol of Stunning	1728	CLERIC_SYMBOL_OF_STUNNING	None
303	SPWI616	Shroud of Flame	2511	WIZARD_SHROUD_OF_FLAME	None
304	SPPR422	Thorn Spray	1422	CLERIC_THORN_SPRAY	INNATE_THORN_SPRAY
305	SPPR222	Tortoise Shell	1222	CLERIC_TORTOISE_SHELL	None
306	**WI630	None	-1	None	None
307	SPWI620	Trollish Fortitude	2620	WIZARD_TROLLISH_FORTITUDE	None
308	SPPR516	Undead Ward	1516	CLERIC_UNDEAD_WARD	None
309	SPPR220	Remove Fatigue	-1	None	None
310	SPPR325	Unholy Blight	1325	CLERIC_UNHOLY_BLIGHT	None
311	SPWI314	Vampiric Touch	2314	WIZARD_VAMPIRIC_TOUCH	None
312	SPWI719	Vipergout	2719	WIZARD_VIPERGOUT	None
313	SPWI424	Vitriolic Sphere	2424	WIZARD_VITRIOLIC_SPHERE	None
314	SPWI219	Vocalize	2219	WIZARD_VOCALIZE	None
315	SPWI906	Wail of the Banshee	2906	WIZARD_WAIL_OF_THE_BANSHEE	None
316	SPPR427	Wall of Fire	1427	CLERIC_WALL_OF_FIRE	None
317	SPPR423	Wall of Moonlight	1423	CLERIC_WALL_OF_MOONLIGHT	INNATE_WALL_OF_MOONLIGHT
318	SPWI215	Web	2215	WIZARD_WEB	INNATE_DRIDER_WEB
319	SPPR613	Whirlwind	1613	CLERIC_WHIRLWIND	None
320	SPWI626	Wyvern Call	2626	WIZARD_WYVERN_CALL	None
321	SPPR150	Summon Nature's Ally I	1150	CLERIC_SUMMON_NATURES_ALLY_1	None
322	SPPR250	Summon Nature's Ally II	1250	CLERIC_SUMMON_NATURES_ALLY_2	None
323	SPPR350	Summon Nature's Ally III	1350	CLERIC_SUMMON_NATURES_ALLY_3	None
324	SPPR750	Summon Nature's Ally VII	1750	CLERIC_SUMMON_NATURES_ALLY_7	None
325	SPPR850	Summon Nature's Ally VIII	1850	CLERIC_SUMMON_NATURES_ALLY_8	None
326	SPPR950	Summon Nature's Ally IX	1950	CLERIC_SUMMON_NATURES_ALLY_9	None
